Team,Conf,Record,AdjOE,OERank,AdjDE,DERank,Barthag,Rank,ProjW,ProjL,ProConW,ProConL,ConRec,SOS,NCSOS,Consos,ProjSOS,ProjNonconSOS,ProjConSOS,EliteSOS,EliteNonconSOS,OppOE,OppDE,OppProjOE,OppProjDE,ConAdjOE,ConAdjDE,QualO,QualD,QualBarthag,QualGames,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,ConfWinPct,WAB,WABRk,FunRk,AdjT
Georgia Southern,SB,17-16,99.52952653222354,272,101.1019414976044,113,0.4550560680900203,190,17,16,9,9,9-9,0.4249188654386284,0.3248616882621856,0.488617956007218,0.4249188654386284,0.3248616882621856,0.488617956007218,0.8829141329021919,0.9101160141834196,104.00665381677724,105.49146326787896,104.00665381677724,105.49146326787896,104.12354846090764,101.90625966613176,0.0,0.0,0.0,0,-0.0266377300025112,1258.0,1250.0,1222.5625000000002,1.0289862481468226,1.02244261540821,0,0.5,-10.0260283255043,211,234,66.48758021406204
Texas St.,SB,16-19,104.55716699096128,161,106.24614169120068,219,0.4540594447237695,191,17,18,6,12,6-12,0.46580475565725,0.3651278047825277,0.5229832571501176,0.46580475565725,0.3651278047825277,0.5229832571501176,0.8728774457116536,0.8998559478013685,103.44422409841728,103.08025907757025,103.44422409841728,103.08025907757025,101.7606702382766,106.29895377344523,106.32580987474468,113.7571558921288,0.3149849546944114,1,-0.0387331921282349,1153.0,1220.0,1149.3874999999998,1.0031429783254129,1.0614348946721626,0,0.3333333333333333,-12.09669974141844,254,265,63.50878616649531
Buffalo,MAC,15-17,103.10926889691731,194,104.80150429848212,189,0.4533345523771886,192,15,17,9,9,9-9,0.4910184260472332,0.5403778555464722,0.446653324002234,0.4910184260472332,0.5403778555464722,0.446653324002234,0.8310267378064136,0.766278371489027,106.29413517567389,104.69347341868378,106.29413517567389,104.69347341868378,102.89618980142976,103.76142434932969,104.29719811278152,100.89550482322456,0.5941938202719584,3,-0.0141948441036908,1379.0,1379.0,1305.9874999999995,1.05590597153495,1.05590597153495,0,0.5,-9.39009482421405,195,202,72.18324184947262
St. Thomas,Sum,19-14,106.09200470382976,137,107.96916257876792,262,0.4497457221854183,193,19,14,9,9,9-9,0.3585927015791056,0.3870784303666369,0.323755456359253,0.3585927015791056,0.3870784303666369,0.323755456359253,0.8927009172110045,0.8480278831010778,101.8907371578903,106.9841593129061,101.8907371578903,106.9841593129061,104.80370236383511,108.8102193528618,108.75576083655848,114.7428504996444,0.3506297206879004,2,-0.0205097475659961,1312.0,1291.0,1204.175,1.0895426329229556,1.0721033072435486,0,0.5,-8.751263175695698,186,221,66.00914786519003
George Washington,A10,16-16,108.9220528374077,90,110.88033336332322,314,0.4489488160192001,194,16,16,10,8,10-8,0.4638771782148445,0.37331343604357,0.5282313426232085,0.4638771782148445,0.37331343604357,0.5282313426232085,0.8881899873139333,0.9052162541802276,102.65506834799368,103.57981306876428,102.65506834799368,103.57981306876428,109.4580755357648,110.4753783762693,0.0,0.0,0.0,0,-0.0011040909223313,1398.0,1444.0,1307.0125,1.0696148659634088,1.1048096326546226,0,0.5555555555555556,-10.28273454993912,222,172,68.74367435197541
Old Dominion,SB,19-12,101.23530754305416,236,103.09100164400104,156,0.4479660668100767,195,19,12,11,7,11-7,0.4786829966931144,0.4428956269919133,0.5039092182701421,0.4786829966931144,0.4428956269919133,0.5039092182701421,0.8733994768661124,0.8816163432816952,103.43462942892845,103.69571154656568,103.43462942892845,103.69571154656568,102.31683569394433,102.6910545234554,99.21446307487923,106.81465564547784,0.2996782597185499,1,0.1245206493652176,1215.0,1206.0,1191.8874999999998,1.019391511363279,1.0118404631309583,0,0.6111111111111112,-5.89798269618559,131,6,64.84763618990641
Navy,Pat,18-13,101.29421086441462,233,103.16529554044126,159,0.447571578223168,196,18,13,11,7,11-7,0.3455411768836601,0.4341327403900821,0.2942936241292328,0.3455411768836601,0.4341327403900821,0.2942936241292328,0.9063144375749408,0.8470872968727986,101.22587059473908,107.021459324,101.22587059473908,107.021459324,99.63785173195797,101.65755436310904,105.56734891762063,111.84119707523092,0.3398629932079456,2,-0.0302295619677941,1223.0,1115.0,1167.85,1.0472235304191462,0.9547459005865478,0,0.6111111111111112,-8.624873086382813,183,238,64.36903925301381
Wright St.,Horz,18-15,103.3977856642136,187,105.40775218740104,199,0.4448736774525091,197,18,15,10,10,10-10,0.3449888513227966,0.3723964261595815,0.3410128907754586,0.3449888513227966,0.3723964261595815,0.3410128907754586,0.926180217663132,0.9137929449087306,101.77569644015573,108.06075382406092,101.77569644015573,108.06075382406092,104.40332418966082,107.35658438516586,0.0,0.0,0.0,0,-0.0583864145661986,1599.0,1522.0,1467.9124999999997,1.089301984961638,1.0368465422836854,0,0.5,-10.96337882746036,235,303,71.15386827602318
Abilene Christian,WAC,13-17,104.40211448202557,164,106.53907220395963,230,0.442009284122895,198,13,17,5,11,5-11,0.4826606304814682,0.3322937225254214,0.6025356591983564,0.4826606304814682,0.3322937225254214,0.6025356591983564,0.8461346633980622,0.870864764226096,104.60594310965492,102.10943087174972,104.60594310965492,102.10943087174972,106.18811401018698,107.16196105677275,96.99264882558812,102.74578411150432,0.3401422735481607,3,-0.043231566587555,1169.0,1229.0,1136.2875,1.0287889288582337,1.0815924666952688,0,0.3125,-10.230622633958395,219,276,69.01519363950395
FIU,CUSA,14-18,102.74747370384812,203,104.8589235492587,190,0.4417831526746271,199,14,18,8,12,8-12,0.4948947318529957,0.2897479731826682,0.607554765059768,0.4948947318529957,0.2897479731826682,0.607554765059768,0.8369143117911153,0.9169964428626972,105.2710228693412,104.06180909716812,105.2710228693412,104.06180909716812,104.25509859247994,104.26963563565404,114.6927873184677,116.15953991895154,0.4635309564425697,6,-0.0325037096044815,1419.0,1493.0,1396.8375,1.0158661977502752,1.0688430114454974,0,0.4,-10.433933109686697,226,248,69.92389260200034
Weber St.,BSky,18-15,99.01290272197116,280,101.0954792209089,112,0.4404403224862604,200,18,15,12,6,12-6,0.4608275219791944,0.5093396711936417,0.4216365416434661,0.4608275219791944,0.5093396711936417,0.4216365416434661,0.8702150717717344,0.8203167786798213,105.05337850845274,105.3222226659386,105.05337850845274,105.3222226659386,99.00998869684744,100.40472677972777,110.66421785487648,93.66447253786212,0.8719139418909739,1,0.0640076724614606,1227.0,1212.0,1194.5375,1.0271757897931209,1.0146186285487062,0,0.6666666666666666,-8.424938979305601,178,47,64.95890487375954
South Dakota St.,Sum,19-13,102.96543200633616,196,105.23066599454272,197,0.4377603537618504,201,19,13,13,5,13-5,0.4252237657597552,0.60053543212147,0.3250589282367526,0.4252237657597552,0.60053543212147,0.3250589282367526,0.8567104863006993,0.7327069154222848,103.83994014666166,105.91926197455729,103.83994014666166,105.91926197455729,104.33384008429265,104.91040871965842,98.5726791708931,88.03139904169423,0.7859454740768781,3,0.0697962715347183,1304.0,1213.0,1187.6875,1.097931905488607,1.0213124243540497,0,0.7222222222222222,-6.523403507873223,146,40,66.65459467232618
Florida Gulf Coast,ASun,17-15,103.61649037027654,181,105.90309349660563,211,0.4375720423546015,202,17,15,7,11,7-11,0.4355357718117019,0.4930179627633938,0.3943322719905273,0.4355357718117019,0.4930179627633938,0.3943322719905273,0.8623320375577348,0.7995796338725681,103.79231027210464,105.39290213270267,103.79231027210464,105.39290213270267,101.69550884151325,107.91123556138857,102.84700043011765,105.30686185139078,0.4324614462747669,4,0.0188612267186076,1282.0,1296.0,1211.2375,1.0584216555382409,1.069980082353791,0,0.3888888888888889,-8.680614162925949,184,135,66.18531405198468
Georgetown,BE,7-25,103.49369289487868,185,105.96131035164196,213,0.4326668613086528,203,7,25,2,18,2-18,0.6710024348283831,0.4204741072029729,0.8021063228904245,0.6710024348283831,0.4204741072029729,0.8021063228904245,0.7057181482830341,0.8795212612968758,108.93021540038552,100.5385893384658,108.93021540038552,100.5385893384658,105.08279391382968,104.79658756077558,118.7217541187056,114.95810952822228,0.5915724724581379,13,-0.0838971167728726,1364.0,1604.0,1403.8875000000005,0.9715878230983606,1.1425416922652276,0,0.1,-12.409239497301987,260,338,68.71973090319696
Queens,ASun,18-15,105.66981028285956,148,108.29432635931224,266,0.4299302862203747,204,18,15,7,11,7-11,0.4035481220453993,0.3168456120109119,0.4473513552298104,0.4035481220453993,0.3168456120109119,0.4473513552298104,0.8919933315580366,0.9162702858243216,103.20345200516329,105.7535531429354,103.20345200516329,105.7535531429354,107.89219519177264,112.38761919930948,96.66255242145807,96.4074419635074,0.5075971053963623,1,0.0165467609981644,1395.0,1421.0,1271.15,1.0974314597018449,1.1178853793808756,0,0.3888888888888889,-9.41866593886764,198,139,69.7521735462512
Florida St.,ACC,9-23,103.97053599451696,169,106.55486838729246,231,0.4298768250722568,205,9,23,7,13,7-13,0.6594837322472458,0.5942793028049267,0.699884721604707,0.6594837322472458,0.5942793028049267,0.699884721604707,0.7527937440361162,0.8133741290899793,108.5980112454362,101.21690505277503,108.5980112454362,101.21690505277503,105.0317901466144,105.93692905890892,110.037051668256,113.91906666315248,0.4016204432400681,9,-0.0278628644256586,1402.0,1540.0,1371.625,1.022145265652055,1.1227558552811443,0,0.35,-11.888161864758166,253,235,68.69079991406038
New Mexico St.,WAC,9-15,103.71956040781852,179,106.42396716625872,226,0.4265329227773412,206,9,15,2,10,2-10,0.5236497883043815,0.4570016057534665,0.5902979708552966,0.5236497883043815,0.4570016057534665,0.5902979708552966,0.8252346411652236,0.8235999289295847,105.19959704507104,101.00083931044048,105.19959704507104,101.00083931044048,99.5296521039264,108.29624146762478,109.41348608521874,105.27725443318288,0.6090147902398172,2,-0.0501183992826815,825.0,925.0,850.7249999999999,0.9697610861324164,1.0873078844514974,0,0.1666666666666666,-8.873404777629956,188,289,69.02412501725105
Minnesota,B10,9-22,102.25659821756214,216,104.94290172768518,193,0.4259957355029194,207,9,22,2,17,2-17,0.6845221452575754,0.3901983898399191,0.8289137209302696,0.6845221452575754,0.3901983898399191,0.8289137209302696,0.7139250765777384,0.8957133612216353,107.5853015065148,99.4502941994255,107.5853015065148,99.4502941994255,103.48685947629176,106.09333331945132,105.04547210840124,110.36015766102828,0.361792570031487,11,-0.0002917841847785,1201.0,1435.0,1262.2874999999997,0.9514472733034276,1.1368250101502235,0,0.1052631578947368,-9.82720679139494,206,170,65.57134066892675
Gardner Webb,BSth,15-16,98.19106778631424,294,100.8403480578001,108,0.4240503674783135,208,15,16,10,8,10-8,0.3813814869715006,0.4325264313231696,0.3502128852694904,0.3813814869715006,0.4325264313231696,0.3502128852694904,0.9050510977567352,0.8626745658675866,102.69003113497271,106.45301345716544,102.69003113497271,106.45301345716544,98.95582708556776,101.54742468190824,100.06100329729767,95.25568234653907,0.6378342979379098,1,-0.0622365312066358,1246.0,1200.0,1210.475,1.029347983229724,0.991346372291869,0,0.5555555555555556,-11.349254107975916,239,311,66.07473492332724
Morehead St.,OVC,22-12,100.435931405609,251,103.27093572267268,161,0.4206480976620108,209,22,12,14,4,14-4,0.3324875372381861,0.3988954162428838,0.2280294845348893,0.3324875372381861,0.3988954162428838,0.2280294845348893,0.8831068606111159,0.8247207193128998,102.21986953349024,107.11241225869848,102.21986953349024,107.11241225869848,102.78343054196526,103.33356620130968,95.71327996850005,99.01628219415038,0.4036779783832704,4,0.037587839327952,1265.0,1176.0,1177.4000000000003,1.074401223033803,0.998810939357907,0,0.7777777777777778,-6.681268603750954,149,97,63.47084564585445
Northern Arizona,BSky,12-23,106.82687771152897,125,110.29300995251884,304,0.4092162229261304,210,12,23,5,13,5-13,0.4870727557468607,0.568968946663028,0.4250346222679416,0.4870727557468607,0.568968946663028,0.4250346222679416,0.8475516295797183,0.758026018494231,105.61356318700426,104.59207246815042,105.61356318700426,104.59207246815042,104.037545866725,110.1039748933057,95.85368209945786,106.27956611464774,0.2337284255525988,4,-0.0951476976605807,1283.0,1320.0,1202.2375,1.0671768265421766,1.0979527755539151,0,0.2777777777777778,-15.138925911413075,304,345,66.69263663158048
Rice,CUSA,19-16,106.73033632642182,126,110.1956816531038,301,0.4091570471951596,211,19,16,8,12,8-12,0.5076300348430617,0.2848092280861397,0.6107502835135697,0.5076300348430617,0.2848092280861397,0.6107502835135697,0.8246074880471201,0.8940682021990113,105.52107225492315,102.84510742404788,105.52107225492315,102.84510742404788,104.61869233080176,109.5810543065031,111.48064085729936,111.53967307040676,0.4984780122539683,7,0.1068560434841145,1441.0,1572.0,1412.1,1.0204659726648253,1.113235606543446,0,0.4,-6.771790601608187,152,16,69.59710886761842
South Carolina,SEC,11-21,102.88005216730812,198,106.23963733525156,218,0.4086533137427339,212,11,21,4,14,4-14,0.6479987082210101,0.4702741370220487,0.7764713677378615,0.6479987082210101,0.4702741370220487,0.7764713677378615,0.7473328411736332,0.8670847259038106,107.4664948971006,100.75011972171814,107.4664948971006,100.75011972171814,104.79595059793328,106.89590035218886,124.91230923592224,128.30780839386364,0.4234975404128082,10,0.0455374176619396,1155.0,1359.0,1196.35,0.965436536130731,1.1359551970577173,0,0.2222222222222222,-9.708856279209806,201,81,64.21578998057714
La Salle,A10,15-19,103.3073599736412,189,106.68305579264036,232,0.4085971318054195,213,15,19,7,11,7-11,0.499037309974163,0.4810652089338435,0.5113941299672101,0.499037309974163,0.4810652089338435,0.5113941299672101,0.8566853780634922,0.8458343302081144,103.5115932800913,103.3260943581104,103.5115932800913,103.3260943581104,104.92691214207667,108.6158307063115,100.75045986782834,108.431001467504,0.3005093300524231,4,0.0084720676027857,1272.0,1328.0,1227.775,1.036020443485166,1.0816314064058967,0,0.3888888888888889,-11.644339040414252,244,158,67.66480610190966
Massachusetts,A10,15-16,99.2878766919382,278,102.6554622534728,145,0.4052634696635234,214,15,16,6,12,6-12,0.518754329536681,0.5120702492276155,0.5236786100548818,0.518754329536681,0.5120702492276155,0.5236786100548818,0.8610161808811371,0.8523943231376503,103.84374197090206,103.31247740154691,103.84374197090206,103.31247740154691,102.3136581236911,107.10043780630006,88.49857213118729,93.62623074829791,0.3435017212973533,2,0.0760399282344719,1285.0,1355.0,1269.5375000000004,1.0121796323464252,1.0673178224353357,0,0.3333333333333333,-9.292890591911547,192,31,70.54327160952101
Oregon St.,P12,11-21,98.50158120859422,290,101.894935979273,131,0.403837458504996,215,11,21,5,15,5-15,0.6311325655328142,0.3806278592298118,0.759434080563991,0.6311325655328142,0.3806278592298118,0.759434080563991,0.7309332236286121,0.8570762770104919,106.59120651276147,99.62725798935976,106.59120651276147,99.62725798935976,99.84318345043349,101.577585943824,109.3829638593862,111.15918891013035,0.4538210359535262,11,0.0154523826622921,1181.0,1367.0,1275.6249999999998,0.9258206761391476,1.071631553160216,0,0.25,-9.291041226240036,191,143,63.4919992007812
Bryant,AE,17-13,102.84120286030026,199,106.38874817724717,224,0.4037153659603131,216,17,13,8,8,8-8,0.3865239966244214,0.4522092857358606,0.3372395885893844,0.3865239966244214,0.4522092857358606,0.3372395885893844,0.8851614097040241,0.8344059248878501,102.70288173874792,106.21913045944896,102.70288173874792,106.21913045944896,102.16259214883902,107.93328598912925,97.33479703091692,99.34397742562128,0.4415273568634194,3,0.0317127813133244,1206.0,1176.0,1129.075,1.068130992183867,1.0415605694927264,0,0.5,-7.865285218325896,168,112,71.98228012622741
Mercer,SC,14-19,98.80214328298196,283,102.23549714955335,135,0.4030347841998585,217,14,19,6,12,6-12,0.396611141358107,0.37485557462273,0.4090118336191082,0.396611141358107,0.37485557462273,0.4090118336191082,0.9070756907036428,0.9172301287689932,103.36475707656857,106.91003131147002,103.36475707656857,106.91003131147002,94.16235021304009,102.75259666742562,0.0,0.0,0.0,0,-0.0973963756192561,1141.0,1202.0,1172.3375000000003,0.9732692164159208,1.0253020141384197,0,0.3333333333333333,-14.036398081391225,290,348,64.39928219725094
Howard,MEAC,22-13,102.67808817903666,204,106.26640448177926,220,0.40250696505774,218,22,13,11,3,11-3,0.3514659785231597,0.4182386652369003,0.2478214028972469,0.3514659785231597,0.4182386652369003,0.2478214028972469,0.8958815773729295,0.8629119312285431,100.76353168387702,105.69042234201898,100.76353168387702,105.69042234201898,107.91137544003676,109.57047188459585,98.42045932748492,104.52932058364482,0.3334732864518494,3,0.0510518777508955,1141.0,1029.0,1016.6,1.1223686799134367,1.0121975211489276,0,0.7857142857142857,-7.317995776075207,159,66,69.01678152470151
San Diego,WCC,11-20,108.9160886625612,91,112.73417289449534,335,0.402218305476933,219,11,20,4,12,4-12,0.5349764240876707,0.3942568766604442,0.6578041625360037,0.5349764240876707,0.3942568766604442,0.6578041625360037,0.8225557498702256,0.8971602368466879,106.8425469375773,103.26055255005312,106.8425469375773,103.26055255005312,108.24918907328448,111.65565268947924,120.58728936604184,121.44472567415406,0.4796409023132133,5,-0.052304762753029,1206.0,1330.0,1131.25,1.0660773480662984,1.1756906077348066,0,0.25,-12.13559588466329,255,293,68.57900649053089
Detroit,Horz,14-19,109.15463068111112,87,113.22191861706366,340,0.3963446947030475,220,14,19,9,11,9-11,0.4177285442046713,0.544947452028678,0.3457670702281695,0.4177285442046713,0.544947452028678,0.3457670702281695,0.8780713611081918,0.7824853232469244,103.05962728614442,106.2451288065412,103.05962728614442,106.2451288065412,109.9522940475472,115.38132044949792,90.82335801148326,113.40590994342236,0.0721812841337033,3,-0.0714173698667043,1579.0,1514.0,1373.3,1.1497851889608972,1.1024539430568705,0,0.45,-12.97144363295396,273,326,67.0414452725584
Northern Iowa,MVC,14-18,102.5120119418888,207,106.35818201557544,223,0.3956619219420966,221,14,18,9,11,9-11,0.4707450302379939,0.4452841459586668,0.4828213551071869,0.4707450302379939,0.4452841459586668,0.4828213551071869,0.8757063770774695,0.9015735114900684,103.39103808079042,104.20931475052625,103.39103808079042,104.20931475052625,103.17116836772796,107.66799799129151,115.56677731611695,102.36092225033232,0.8014609198555148,1,-0.019607086139711,1386.0,1442.0,1358.9375000000002,1.0199144552269694,1.0611231200846247,0,0.45,-11.810648821649542,252,214,67.29871961982647
Rider,MAAC,16-14,104.57479659428628,160,108.6068123692985,269,0.392917992290566,222,16,14,13,7,13-7,0.3664017926202654,0.3996166057118213,0.3592449997342389,0.3664017926202654,0.3996166057118213,0.3592449997342389,0.89893292668786,0.8478201200646096,100.7358681764242,105.48742510753476,100.7358681764242,105.48742510753476,104.64999542943454,106.76150049326978,100.2815040356571,96.99486236092032,0.5946488868316459,3,-0.0119219297821318,1395.0,1330.0,1306.6375,1.0676258717509637,1.0178798633898078,0,0.65,-9.416081347482846,197,195,65.00968584624307
Norfolk St.,MEAC,22-11,104.89780224550964,156,108.97561435678428,278,0.3920788849548779,223,22,11,9,5,9-5,0.3015314480601067,0.3388609733093293,0.2492823906804617,0.3015314480601067,0.3388609733093293,0.2492823906804617,0.8854517347495335,0.815518562046923,100.04590986307907,106.29291702644022,100.04590986307907,106.29291702644022,107.45622957328564,109.6802150698293,104.8237111443713,119.3910410654927,0.1829588903862415,3,0.0401513993286477,1082.0,967.0,963.5375,1.1229453965206335,1.0035935290530984,0,0.6428571428571429,-5.977610460807031,134,93,65.17672729882557
Siena,MAAC,17-15,100.21699451998305,257,104.1836378208087,174,0.3902172607517835,224,17,15,11,9,11-9,0.3790697721768309,0.4211624149394519,0.3595099470345839,0.3790697721768309,0.4211624149394519,0.3595099470345839,0.9117339367355328,0.8961473787102556,100.86042859820252,105.73146425731086,100.86042859820252,105.73146425731086,98.76709033886269,102.03401066770078,83.49910800732462,110.50172042537552,0.0383371647284101,1,0.0116809714207402,1353.0,1312.0,1340.6125000000002,1.0092401793956118,0.9786571436563508,0,0.55,-10.465039810206427,227,151,66.73235308496693
Campbell,BSth,16-18,104.55548336169838,162,108.73416066779316,272,0.3892030023439396,225,16,18,8,10,8-10,0.3760068210897798,0.3996350368992576,0.3540083784075101,0.3760068210897798,0.3996350368992576,0.3540083784075101,0.9137114926656552,0.8867648104872604,101.64278673465472,105.80037969977704,101.64278673465472,105.80037969977704,101.6769182801304,108.07344435881625,102.7266169825576,93.91391537065174,0.7371999920300419,1,-0.0590864300729637,1236.0,1240.0,1178.6875,1.0486239991515989,1.0520176043268463,0,0.4444444444444444,-13.283423102971147,279,304,64.13979766033043
Jacksonville,ASun,13-16,99.92816188376553,266,104.19935053926407,177,0.3819392892557641,226,13,16,6,12,6-12,0.4344741403849194,0.4436918159327354,0.4288411164390318,0.4344741403849194,0.4436918159327354,0.4288411164390318,0.8643575539138414,0.7964281038550243,105.23256010709366,105.50975739546926,105.23256010709366,105.50975739546926,100.17371525274832,105.70218988396546,104.8675357804628,99.47341103420855,0.6473217918281821,3,-0.0197711047237986,1111.0,1168.0,1088.2125,1.0209403034793298,1.073319778995371,0,0.3333333333333333,-10.207958351514442,217,216,60.87904934246608
North Florida,ASun,14-17,108.31127986592416,102,113.08242056245648,338,0.3785428202089844,227,14,17,9,9,9-9,0.4419859677102793,0.4742652852678854,0.4276593686994022,0.4419859677102793,0.4742652852678854,0.4276593686994022,0.8416383478252408,0.7378928443053329,104.89962956405596,105.5245929831008,104.89962956405596,105.5245929831008,110.32541001574764,114.9669322369393,86.21638115134752,109.49710650916327,0.0601467592052995,4,-0.013168546125819,1393.0,1406.0,1233.7374999999995,1.1290894537938585,1.1396265413023436,0,0.5,-10.153816555172318,214,198,67.9347922312471
Murray St.,MVC,17-15,104.7535055290256,158,109.4065158468072,288,0.3775888745213327,228,17,15,11,9,11-9,0.4678740265073889,0.4211930465254515,0.4850443617621032,0.4678740265073889,0.4211930465254515,0.4850443617621032,0.8582225752386975,0.8603068354520438,103.00767847955647,103.86701557097898,103.00767847955647,103.86701557097898,105.98014141147232,111.4370535240974,115.53858415078484,103.09781061401144,0.7875388207268861,2,0.0924869934145297,1397.0,1481.0,1339.375,1.0430237984134392,1.1057396173588427,0,0.55,-8.149357203816429,175,21,66.58709687321307
Northwestern St.,Slnd,22-11,103.95549430478442,171,108.68080248757124,271,0.374911919035979,229,22,11,13,5,13-5,0.3306075066476517,0.4873857503273759,0.2188411652532894,0.3306075066476517,0.4873857503273759,0.2188411652532894,0.8892794012907015,0.77868000000587,101.89739014027523,108.75192480209697,101.89739014027523,108.75192480209697,103.29273281547476,109.36012228550936,92.94459522338984,90.3162183002617,0.5817338135299903,4,0.0915582053003931,1396.0,1278.0,1239.5124999999998,1.126249231048497,1.0310505138108734,0,0.7222222222222222,-5.851434671979501,130,23,66.43047454868216
Loyola Chicago,A10,10-21,101.69286981549138,224,106.33286946650384,221,0.3744674455392715,230,10,21,4,14,4-14,0.5157869943889871,0.4502865971398355,0.5612848218494286,0.5157869943889871,0.4502865971398355,0.5612848218494286,0.8494133036326107,0.8513109390274143,104.1016130483992,103.76918145869638,104.1016130483992,103.76918145869638,103.06688378345063,109.24381897690236,115.82882016018957,117.69179872547372,0.4542550113741235,3,-0.0692474063806293,1211.0,1364.0,1220.6875000000002,0.9920638984178995,1.117403102759715,0,0.2222222222222222,-13.894013082329725,288,320,66.0042529827986
Jacksonville St.,ASun,13-18,101.4646389360372,229,106.20536176895509,217,0.371651401372065,231,13,18,6,12,6-12,0.4267087697115913,0.3956233403507814,0.4491593575832874,0.4267087697115913,0.3956233403507814,0.4491593575832874,0.8567397333412273,0.8218541583149493,104.59078400727472,105.3003942681448,104.59078400727472,105.3003942681448,99.59537475032806,105.6506903392528,92.4221566168681,115.87291557683989,0.0691085709433241,4,-0.0581375835154542,1197.0,1241.0,1174.9999999999998,1.0187234042553193,1.0561702127659576,0,0.3333333333333333,-11.644582015543444,245,301,65.33420530554228
Northern Colorado,BSky,12-20,105.81462037549352,143,110.85543983676952,313,0.3693070868810715,232,13,19,6,12,6-12,0.4769240942301145,0.5401397021167743,0.4293855433753379,0.4769240942301145,0.5401397021167743,0.4293855433753379,0.8454801545660859,0.7547911740455437,105.2788866941254,104.99313819550925,105.2788866941254,104.99313819550925,103.2911306802345,110.14701636502772,100.20483320980767,110.02253851308964,0.2544739888669714,4,-0.0446723761660828,1342.0,1360.0,1251.65,1.0721847161746494,1.0865657332321337,0,0.3333333333333333,-12.908322166098262,269,279,69.45868715098118
UT Arlington,WAC,11-21,99.40913929958592,276,104.18406353566137,176,0.3682983404215679,233,11,21,6,12,6-12,0.5309004403498779,0.4632640600461964,0.5737536066685661,0.5309004403498779,0.4632640600461964,0.5737536066685661,0.8439691063400576,0.8544814964265797,104.8267205320418,101.33309326013534,104.8267205320418,101.33309326013534,100.58161046126716,104.01913833144955,119.9624125152764,118.6345912209411,0.5319561601748877,3,-0.0253150386687266,1174.0,1284.0,1216.6,0.9649843827059016,1.0554002959066249,0,0.3333333333333333,-13.403590087751128,281,230,65.75064094818133
North Dakota St.,Sum,16-17,102.2666842905056,214,107.31064061856168,243,0.3650169827617069,234,16,17,11,7,11-7,0.4157917392805794,0.5265223866114829,0.3329847880058275,0.4157917392805794,0.5265223866114829,0.3329847880058275,0.8664705957637112,0.7741035880665481,104.82647313890004,106.88663883578836,104.82647313890004,106.88663883578836,104.36847909327844,105.88098354993004,87.64667313367401,96.3340048444425,0.2522140332515977,3,0.0047660446639916,1326.0,1257.0,1215.7125,1.0907184058730992,1.0339615657484809,0,0.6111111111111112,-10.622917017760336,230,164,68.03097026606589
Portland St.,BSky,12-19,102.4201317843232,209,107.51937320254868,252,0.3638346110441555,235,12,19,6,11,6-11,0.4568194856319047,0.5103187830393185,0.4210560463649582,0.4568194856319047,0.5103187830393185,0.4210560463649582,0.8695745464260605,0.8149744033968858,105.00077170189594,105.0673720145898,105.00077170189594,105.0673720145898,101.3608080114378,107.7419906167566,132.96809293565468,139.4273186528944,0.3669104801358706,2,-0.0413436687741833,1244.0,1305.0,1202.3000000000002,1.0346835232471097,1.085419612409548,0,0.3529411764705882,-12.876724102688716,266,272,72.29724279751014
Delaware,CAA,17-16,101.9139660813032,222,106.99540537047407,236,0.3636505661491258,236,17,16,8,10,8-10,0.4290856601656293,0.4639358573187892,0.4053702797557014,0.4290856601656293,0.4639358573187892,0.4053702797557014,0.8741011788884011,0.8450607474261438,102.81391667524451,105.65280810910129,102.81391667524451,105.65280810910129,100.42182771021407,104.67443817150507,100.066490127042,102.70911597799326,0.4256163709782366,2,0.0406064649709722,1231.0,1251.0,1216.375,1.012023430274381,1.0284657280855,0,0.4444444444444444,-9.789462104541164,204,92,66.97927450127789
UC San Diego,BW,10-20,102.91761316663457,197,108.1381154077406,264,0.3614617632500367,237,10,20,5,13,5-13,0.4491575743207271,0.4141535982574007,0.4724935583629447,0.4491575743207271,0.4141535982574007,0.4724935583629447,0.8734386687790264,0.8537121929676131,103.08932795168478,103.6834032548852,103.08932795168478,103.6834032548852,104.57076680861904,108.44842844301186,74.99789479645374,85.61279136431128,0.1791218192412052,1,-0.1049533843932361,1271.0,1352.0,1247.1374999999998,1.0191338164396468,1.0840825490372956,0,0.2777777777777778,-14.254196707906145,293,351,65.9185884147604
Wofford,SC,17-16,107.84107544709912,106,113.75624391078254,344,0.3511262611634606,238,17,16,8,10,8-10,0.4073142024575126,0.370946700357134,0.4146753352894182,0.4073142024575126,0.370946700357134,0.4146753352894182,0.8778370492003671,0.8490592636408845,103.17628342055151,105.58802913383164,103.17628342055151,105.58802913383164,107.80818567203592,114.95082338777416,119.1017958867433,104.47617956925882,0.818575158831203,2,0.0293029536359062,1342.0,1379.0,1214.25,1.1052089767346098,1.135680461190035,0,0.4444444444444444,-9.974770607078874,210,118,64.97083594961869
